"Dist Code","Year","State Code","State Name","Dist Name","JANUARY PERCIPITATION (Millimeters)","FEBRUARY PERCIPITATION (Millimeters)","MARCH PERCIPITATION (Millimeters)","APRIL PERCIPITATION (Millimeters)","MAY PERCIPITATION (Millimeters)","JUNE PERCIPITATION (Millimeters)","JULY PERCIPITATION (Millimeters)","AUGUST PERCIPITATION (Millimeters)","SEPTEMBER PERCIPITATION (Millimeters)","OCTOBER PERCIPITATION (Millimeters)","NOVEMBER PERCIPITATION (Millimeters)","DECEMBER PERCIPITATION (Millimeters)"
"542","1993","11","Tamil Nadu","Nagapattinam","2.56","5.15","7.78","18.47","54.75","51.47","34.51","89.22","30.38","254.07","482.39","490.16"
"542","1994","11","Tamil Nadu","Nagapattinam","29.3","38.69","4.09","42.16","47.37","14.91","42.41","56.72","44.46","265.02","454.77","126.73"
"542","1995","11","Tamil Nadu","Nagapattinam","143.92","11.92","15.92","51.89","62.74","20.79","44.16","132.25","65.03","194.37","193.59","30.77"
"542","1996","11","Tamil Nadu","Nagapattinam","29.59","12.72","1.5","70.38","18.77","56.76","36.36","90.55","118.47","214.16","280.24","331.06"
"542","1997","11","Tamil Nadu","Nagapattinam","25.73","0.32","17.16","41.66","29.25","25.7","61.13","86.04","60.1","312.96","668.16","361.86"
"542","1998","11","Tamil Nadu","Nagapattinam","52.54","0.9","1.51","16.7","80.13","12.63","70.82","151.09","57.62","174.92","373.98","495.59"
"542","1999","11","Tamil Nadu","Nagapattinam","62.41","32.94","1.24","53.03","30.35","27.9","20.11","62.77","79.59","269.36","316.51","128.79"
"542","2000","11","Tamil Nadu","Nagapattinam","70.79","34.23","3.69","44.41","27.71","23.68","30.58","188.6","181.86","181.8","314.92","231.21"
"542","2001","11","Tamil Nadu","Nagapattinam","70.37","4.83","0.72","88.11","13.61","39.86","72.74","55.9","60.17","261.85","259.82","299.48"
"542","2002","11","Tamil Nadu","Nagapattinam","64.41","7.87","6.29","15.22","50.58","28.99","14.06","53.33","65.39","346.84","444.66","184.58"
"542","2003","11","Tamil Nadu","Nagapattinam","36.48","16.08","23.92","38.25","52.83","33.6","91.11","193.88","61.08","209.81","393.29","41.12"
"542","2004","11","Tamil Nadu","Nagapattinam","31.42","15.53","10.0","33.64","127.53","48.38","43.29","62.16","265.0","315.47","277.39","159.66"
"542","2005","11","Tamil Nadu","Nagapattinam","44.24","9.21","7.7","70.61","42.41","9.31","52.05","53.04","41.35","366.34","527.56","388.34"
"542","2006","11","Tamil Nadu","Nagapattinam","84.0","3.15","86.92","34.23","19.92","21.08","29.03","83.63","47.74","462.3","427.87","34.35"
"542","2007","11","Tamil Nadu","Nagapattinam","45.51","26.4","1.34","51.49","36.29","34.42","92.27","122.17","63.66","277.29","215.1","300.22"
"542","2008","11","Tamil Nadu","Nagapattinam","58.96","33.28","80.14","39.71","11.78","43.62","42.43","366.11","39.28","311.0","573.82","294.27"
"542","2009","11","Tamil Nadu","Nagapattinam","41.51","1.0","38.11","44.04","41.63","19.3","21.65","203.03","58.07","97.47","603.05","315.95"
"542","2010","11","Tamil Nadu","Nagapattinam","33.95","0.3","1.11","15.62","25.89","31.99","125.27","102.18","242.54","235.38","540.18","328.26"
"542","2011","11","Tamil Nadu","Nagapattinam","60.78","50.39","1.58","83.9","19.79","20.21","48.29","101.91","47.59","234.27","476.71","303.46"
"542","2012","11","Tamil Nadu","Nagapattinam","51.47","4.03","9.33","26.26","7.66","9.26","22.01","70.75","100.19","317.25","208.72","267.85"
"542","2013","11","Tamil Nadu","Nagapattinam","48.5","49.48","72.82","5.25","54.37","37.73","39.96","97.07","52.88","146.71","261.21","213.18"
"542","2014","11","Tamil Nadu","Nagapattinam","52.54","12.6","3.63","10.93","69.04","37.23","40.9","82.47","74.88","366.57","180.87","216.19"
"542","2015","11","Tamil Nadu","Nagapattinam","30.24","16.3","15.86","81.92","78.38","26.99","59.7","155.3","182.92","206.49","484.36","233.6"
"543","1990","11","Tamil Nadu","Villupuram","61.57","4.95","20.31","4.69","90.96","38.02","49.22","93.44","148.04","316.87","150.91","52.34"
"543","1991","11","Tamil Nadu","Villupuram","19.43","9.53","1.83","32.92","35.81","82.64","54.54","146.93","101.33","277.03","335.66","9.7"
"543","1992","11","Tamil Nadu","Villupuram","15.23","0.0","0.0","6.34","50.85","34.74","55.65","134.71","102.9","128.36","265.33","57.5"
"543","1993","11","Tamil Nadu","Villupuram","0.28","1.4","5.58","14.2","98.97","59.35","58.05","123.68","63.52","241.42","232.98","178.36"
"543","1994","11","Tamil Nadu","Villupuram","3.49","23.49","1.47","27.44","82.55","30.76","69.95","111.48","66.76","249.54","226.87","73.2"
"543","1995","11","Tamil Nadu","Villupuram","66.98","2.29","13.48","24.8","69.6","38.74","85.85","269.43","138.09","156.8","112.45","7.52"
"543","1996","11","Tamil Nadu","Villupuram","7.57","3.0","1.9","40.33","25.07","53.79","48.3","131.78","99.6","203.89","128.83","179.75"
"543","1997","11","Tamil Nadu","Villupuram","17.38","0.0","11.61","35.34","28.19","49.61","50.88","133.03","105.67","294.58","422.01","181.02"
"543","1998","11","Tamil Nadu","Villupuram","7.76","0.93","0.72","16.06","81.32","20.78","110.15","228.11","100.7","190.9","224.87","214.17"
"543","1999","11","Tamil Nadu","Villupuram","8.3","8.21","0.81","38.14","54.2","52.82","43.86","123.47","113.83","252.97","172.38","56.68"
"543","2000","11","Tamil Nadu","Villupuram","12.31","13.79","0.84","33.66","45.98","45.62","71.65","218.24","214.36","228.73","168.12","76.62"
"543","2001","11","Tamil Nadu","Villupuram","18.64","1.44","0.51","63.41","25.91","37.82","106.42","82.39","129.99","288.2","139.97","131.01"
"543","2002","11","Tamil Nadu","Villupuram","42.77","2.9","1.24","4.31","75.21","41.33","34.1","111.19","98.56","300.12","227.56","41.88"
"543","2003","11","Tamil Nadu","Villupuram","4.8","5.96","14.85","23.64","35.95","43.82","123.94","203.7","83.34","229.61","118.37","20.69"
"543","2004","11","Tamil Nadu","Villupuram","26.27","4.08","5.62","30.43","145.23","59.01","90.84","73.64","297.21","281.94","133.93","26.55"
"543","2005","11","Tamil Nadu","Villupuram","14.3","8.23","4.96","45.1","79.56","22.71","87.74","112.37","107.32","496.11","293.89","203.48"
"543","2006","11","Tamil Nadu","Villupuram","15.87","0.36","54.07","23.8","43.22","54.66","65.01","114.09","97.2","392.91","178.34","10.45"
"543","2007","11","Tamil Nadu","Villupuram","6.32","24.04","0.45","38.25","43.65","56.15","145.51","212.97","146.09","230.17","96.2","148.67"
"543","2008","11","Tamil Nadu","Villupuram","37.01","25.3","53.63","28.99","20.99","54.65","89.67","291.33","97.13","336.4","334.32","42.24"
"543","2009","11","Tamil Nadu","Villupuram","18.46","0.14","13.75","16.66","75.17","45.7","37.35","194.95","155.55","57.92","334.77","139.87"
"543","2010","11","Tamil Nadu","Villupuram","8.52","0.27","1.55","19.74","48.45","67.07","131.4","160.13","218.47","192.53","266.44","128.44"
"543","2011","11","Tamil Nadu","Villupuram","15.69","50.76","0.16","58.4","48.48","44.44","95.31","205.37","117.98","237.68","248.51","112.06"
"543","2012","11","Tamil Nadu","Villupuram","22.77","1.34","1.78","10.51","22.18","19.89","53.66","158.9","138.6","242.23","141.46","119.52"
"543","2013","11","Tamil Nadu","Villupuram","6.77","28.49","36.93","3.98","88.84","88.54","94.74","143.36","145.75","159.47","191.2","56.71"
"543","2014","11","Tamil Nadu","Villupuram","8.39","7.58","1.74","5.53","62.9","94.63","56.98","147.85","116.98","365.54","97.35","78.33"
"543","2015","11","Tamil Nadu","Villupuram","27.82","3.08","12.23","52.95","90.91","39.67","92.47","180.73","161.87","144.87","328.02","54.83"
"999","1990","11","Tamil Nadu","Chennai","21.35","13.77","17.13","0.62","154.0","23.17","63.36","94.28","187.52","392.5","248.43","43.09"
"999","1991","11","Tamil Nadu","Chennai","30.16","3.91","0.08","3.77","11.1","122.45","72.08","119.1","120.51","238.13","576.53","16.86"
"999","1992","11","Tamil Nadu","Chennai","29.67","0.0","0.0","0.57","29.34","19.58","62.85","119.1","73.32","146.14","475.29","106.93"
"999","1993","11","Tamil Nadu","Chennai","0.06","1.46","0.67","1.79","127.66","63.19","80.02","152.56","59.47","281.45","366.49","252.96"
"999","1994","11","Tamil Nadu","Chennai","8.83","47.17","0.02","4.02","78.09","40.73","80.32","136.68","49.31","240.61","520.32","169.96"
"999","1995","11","Tamil Nadu","Chennai","78.92","0.51","7.3","7.52","120.84","26.6","121.9","321.44","189.39","216.3","187.96","14.24"
"999","1996","11","Tamil Nadu","Chennai","2.2","0.81","0.0","31.0","3.67","29.08","51.5","66.23","72.85","309.75","282.08","332.74"
"999","1997","11","Tamil Nadu","Chennai","20.81","0.0","1.75","23.28","7.89","71.57","42.78","94.7","105.72","233.54","757.11","361.19"
"999","1998","11","Tamil Nadu","Chennai","8.77","0.0","0.1","11.59","51.17","26.1","99.42","144.41","73.04","153.04","386.81","235.93"
"999","1999","11","Tamil Nadu","Chennai","4.79","2.26","0.0","18.89","22.73","85.88","52.25","160.37","102.23","233.04","195.43","72.96"
"999","2000","11","Tamil Nadu","Chennai","2.13","27.21","0.37","15.34","36.86","88.83","109.75","134.31","148.3","247.82","182.92","51.57"
"999","2001","11","Tamil Nadu","Chennai","0.87","0.0","0.03","14.22","22.44","49.99","124.14","73.15","139.34","381.0","247.75","230.09"
"999","2002","11","Tamil Nadu","Chennai","71.54","3.82","0.0","0.15","61.66","19.46","49.86","153.15","102.86","314.94","409.99","39.6"
"999","2003","11","Tamil Nadu","Chennai","2.26","3.68","9.82","3.02","17.31","50.65","157.62","161.92","91.93","238.39","92.19","36.52"
"999","2004","11","Tamil Nadu","Chennai","23.15","0.79","3.25","21.11","97.96","72.28","59.98","54.07","249.79","328.08","216.19","15.41"
"999","2005","11","Tamil Nadu","Chennai","1.87","10.15","1.65","18.72","81.92","16.27","87.66","74.47","131.13","706.11","543.94","384.41"
"999","2006","11","Tamil Nadu","Chennai","3.34","0.0","19.43","18.06","33.12","75.7","106.26","124.45","103.24","596.09","298.87","16.88"
"999","2007","11","Tamil Nadu","Chennai","0.76","41.49","0.0","13.39","9.11","95.29","172.17","208.77","137.29","224.43","108.26","204.4"
"999","2008","11","Tamil Nadu","Chennai","56.31","31.34","22.06","20.75","10.91","55.64","58.93","135.35","108.05","387.39","679.33","13.67"
"999","2009","11","Tamil Nadu","Chennai","25.4","0.0","1.92","1.47","72.78","23.85","55.56","147.91","155.55","41.22","604.81","189.84"
"999","2010","11","Tamil Nadu","Chennai","7.01","0.0","0.11","5.66","89.99","110.12","132.85","160.15","158.14","180.68","302.38","259.39"
"999","2011","11","Tamil Nadu","Chennai","14.7","69.01","0.0","37.54","41.98","75.27","142.53","183.93","134.2","266.86","436.71","174.75"
"999","2012","11","Tamil Nadu","Chennai","43.39","0.0","0.08","2.66","8.09","41.32","80.17","168.71","157.26","312.25","114.49","170.51"
"999","2013","11","Tamil Nadu","Chennai","0.6","41.95","21.04","2.75","83.79","140.67","128.69","152.81","153.41","219.4","215.62","70.67"
"999","2014","11","Tamil Nadu","Chennai","1.43","11.36","0.11","0.34","39.16","156.53","47.22","170.3","55.26","342.59","160.5","138.36"
"999","2015","11","Tamil Nadu","Chennai","7.86","0.4","0.79","23.17","50.31","54.46","114.7","169.0","75.07","145.25","272.71","53.98"
"1022","1990","11","Tamil Nadu","Karur","89.84","2.31","11.47","7.53","78.6","26.43","25.1","39.7","61.16","253.56","97.57","35.31"
"1022","1991","11","Tamil Nadu","Karur","18.6","12.38","4.05","73.15","47.51","42.22","29.23","70.24","51.54","241.14","136.22","11.85"
"1022","1992","11","Tamil Nadu","Karur","3.53","0.0","0.0","22.09","60.07","23.2","35.48","72.59","76.05","125.71","166.63","24.37"
"1022","1993","11","Tamil Nadu","Karur","0.34","2.01","7.14","33.24","47.43","32.0","29.29","57.06","40.84","223.68","154.69","90.5"
"1022","1994","11","Tamil Nadu","Karur","4.78","12.71","4.45","81.11","66.72","18.39","37.18","45.01","45.97","257.59","107.26","15.68"
"1022","1995","11","Tamil Nadu","Karur","28.51","5.67","13.61","63.62","62.45","26.87","42.68","107.22","50.45","128.99","60.09","2.24"
"1022","1996","11","Tamil Nadu","Karur","13.27","8.02","5.15","67.85","33.13","34.5","31.02","63.87","77.81","119.87","37.66","60.39"
"1022","1997","11","Tamil Nadu","Karur","7.09","0.01","14.33","52.86","35.22","26.68","39.98","61.12","72.61","295.5","203.76","77.32"
"1022","1998","11","Tamil Nadu","Karur","9.76","2.67","1.35","32.95","79.73","12.08","62.39","131.17","74.47","174.99","130.09","143.54"
"1022","1999","11","Tamil Nadu","Karur","7.01","14.56","3.0","66.13","66.82","19.31","25.46","41.29","59.2","258.78","102.56","26.02"
"1022","2000","11","Tamil Nadu","Karur","21.99","25.27","1.36","61.01","50.82","14.77","28.48","149.75","165.94","155.09","100.92","64.84"
"1022","2001","11","Tamil Nadu","Karur","37.54","6.22","0.71","115.6","22.62","19.98","55.67","58.92","73.03","194.65","67.77","42.16"
"1022","2002","11","Tamil Nadu","Karur","8.35","3.69","4.57","17.94","63.29","26.78","13.32","35.93","52.12","298.21","112.58","25.23"
"1022","2003","11","Tamil Nadu","Karur","6.64","13.31","9.29","68.71","50.8","24.75","60.62","113.3","40.01","207.47","97.24","5.86"
"1022","2004","11","Tamil Nadu","Karur","13.51","9.03","5.26","43.56","134.19","33.6","46.79","44.82","220.06","214.2","72.94","23.38"
"1022","2005","11","Tamil Nadu","Karur","24.49","5.68","5.16","83.87","43.91","13.0","49.62","45.35","58.14","212.02","132.09","63.42"
"1022","2006","11","Tamil Nadu","Karur","21.93","1.09","55.27","34.91","38.94","19.47","24.3","51.81","83.83","292.96","110.08","4.57"
"1022","2007","11","Tamil Nadu","Karur","9.6","8.56","1.75","78.0","73.2","19.49","65.34","84.66","97.46","226.66","74.02","53.38"
"1022","2008","11","Tamil Nadu","Karur","7.78","23.88","60.5","49.99","19.56","30.33","50.54","207.19","57.89","272.35","122.56","50.85"
"1022","2009","11","Tamil Nadu","Karur","6.67","0.45","25.9","48.83","50.23","32.6","20.33","109.36","77.33","82.61","171.55","69.6"
"1022","2010","11","Tamil Nadu","Karur","17.62","1.14","1.7","52.21","45.6","18.86","85.89","62.64","192.12","229.42","174.27","61.1"
"1022","2011","11","Tamil Nadu","Karur","13.56","32.78","0.65","86.35","27.56","14.56","37.0","76.77","63.39","171.23","119.08","65.9"
"1022","2012","11","Tamil Nadu","Karur","9.13","5.29","4.91","39.66","21.32","6.29","21.0","58.99","74.21","184.78","94.81","46.12"
"1022","2013","11","Tamil Nadu","Karur","9.67","25.37","31.67","8.75","57.39","27.22","42.04","57.3","64.46","120.39","109.6","37.13"
"1022","2014","11","Tamil Nadu","Karur","14.3","5.13","3.6","24.03","72.62","23.44","35.0","55.66","120.71","318.56","47.9","31.49"
"1022","2015","11","Tamil Nadu","Karur","18.24","6.62","19.39","104.16","113.59","20.65","44.52","88.32","163.54","168.7","190.45","52.37"
"1023","1990","11","Tamil Nadu","Namakkal","61.46","2.37","13.3","9.59","109.85","34.67","36.83","55.94","71.08","240.29","89.91","30.74"
"1023","1991","11","Tamil Nadu","Namakkal","12.94","15.17","3.01","79.73","69.25","68.1","40.3","100.0","61.74","260.52","158.77","7.71"
"1023","1992","11","Tamil Nadu","Namakkal","2.81","0.0","0.0","18.69","72.17","35.95","45.84","84.79","86.86","121.6","148.3","19.51"
"1023","1993","11","Tamil Nadu","Namakkal","0.14","1.39","8.57","33.88","76.2","46.36","40.74","60.92","47.4","216.69","130.82","79.98"
"1023","1994","11","Tamil Nadu","Namakkal","2.56","10.16","4.13","73.32","100.42","29.04","57.63","60.54","55.22","259.49","99.61","15.2"
"1023","1995","11","Tamil Nadu","Namakkal","26.61","3.42","15.09","53.87","82.55","43.94","62.44","144.12","67.95","121.88","58.5","1.64"
"1023","1996","11","Tamil Nadu","Namakkal","8.87","6.18","5.86","53.32","49.15","56.28","43.71","97.71","69.95","128.4","34.14","65.67"
"1023","1997","11","Tamil Nadu","Namakkal","7.59","0.0","19.02","53.32","47.84","41.23","46.99","90.31","86.1","297.43","200.77","75.15"
"1023","1998","11","Tamil Nadu","Namakkal","5.46","2.7","1.54","27.71","108.64","18.5","90.84","169.34","89.67","199.26","119.01","134.15"
"1023","1999","11","Tamil Nadu","Namakkal","3.89","11.39","2.83","65.11","98.03","33.67","37.26","56.4","72.98","262.44","102.97","27.29"
"1023","2000","11","Tamil Nadu","Namakkal","12.79","18.35","1.01","61.51","70.71","26.2","45.13","177.43","173.79","181.05","105.08","57.41"
"1023","2001","11","Tamil Nadu","Namakkal","27.35","5.26","0.94","107.7","34.2","26.2","77.12","69.46","89.06","207.58","64.89","40.6"
"1023","2002","11","Tamil Nadu","Namakkal","8.97","2.68","3.7","13.67","95.91","46.3","22.31","49.86","58.12","292.73","103.67","20.65"
"1023","2003","11","Tamil Nadu","Namakkal","3.94","10.21","10.13","64.25","54.33","37.45","81.4","128.76","47.1","217.63","81.04","6.49"
"1023","2004","11","Tamil Nadu","Namakkal","15.76","6.99","5.21","44.08","178.92","47.08","83.71","56.49","214.79","219.32","67.55","16.47"
"1023","2005","11","Tamil Nadu","Namakkal","19.36","7.11","6.64","74.91","74.26","24.97","75.6","76.72","74.73","255.27","127.58","62.05"
"1023","2006","11","Tamil Nadu","Namakkal","14.52","0.74","66.91","33.04","65.44","39.68","38.18","64.2","91.92","265.93","97.14","3.65"
"1023","2007","11","Tamil Nadu","Namakkal","5.77","9.46","1.83","78.45","101.27","30.3","97.27","121.61","121.59","223.71","68.45","61.0"
"1023","2008","11","Tamil Nadu","Namakkal","8.07","26.42","70.21","44.9","32.29","46.31","88.08","230.22","72.41","287.1","119.6","34.83"
"1023","2009","11","Tamil Nadu","Namakkal","5.43","0.34","25.6","40.59","80.44","60.6","27.88","125.3","106.59","73.99","163.77","69.69"
"1023","2010","11","Tamil Nadu","Namakkal","10.4","1.12","2.71","56.19","70.43","35.27","106.52","85.26","181.47","223.11","175.45","51.69"
"1023","2011","11","Tamil Nadu","Namakkal","8.92","41.18","0.62","80.24","53.01","25.95","58.55","120.39","79.33","185.72","111.03","53.37"
"1023","2012","11","Tamil Nadu","Namakkal","7.15","4.94","3.78","30.92","40.68","10.37","34.62","90.32","78.69","172.99","107.27","48.59"
"1023","2013","11","Tamil Nadu","Namakkal","5.83","22.29","31.01","9.64","92.07","52.1","69.38","74.19","91.86","126.54","124.8","28.69"
"1023","2014","11","Tamil Nadu","Namakkal","8.53","4.57","3.88","20.27","88.99","49.24","54.34","80.49","141.24","340.56","48.21","26.57"
"1023","2015","11","Tamil Nadu","Namakkal","22.27","4.67","25.1","90.53","150.17","32.49","63.65","104.19","154.78","153.49","225.18","39.63"
"1024","1990","11","Tamil Nadu","Perambular","89.7","3.29","22.45","7.26","112.63","48.71","35.28","71.23","99.42","286.74","126.32","63.18"
"1024","1991","11","Tamil Nadu","Perambular","24.14","12.5","5.41","61.27","50.7","69.98","37.56","124.13","75.93","260.44","236.6","16.39"
"1024","1992","11","Tamil Nadu","Perambular","7.83","0.0","0.0","13.82","75.98","36.14","45.28","127.75","99.39","120.3","220.41","46.68"
"1024","1993","11","Tamil Nadu","Perambular","0.58","1.85","9.1","26.41","84.46","56.85","38.59","91.28","47.01","222.1","199.04","161.22"
"1024","1994","11","Tamil Nadu","Perambular","6.34","16.97","3.68","57.1","86.32","25.64","53.19","78.27","58.62","251.84","170.06","40.65"
"1024","1995","11","Tamil Nadu","Perambular","52.27","5.16","17.83","49.48","88.37","39.05","55.5","183.93","84.24","141.96","86.91","6.55"
"1024","1996","11","Tamil Nadu","Perambular","12.27","6.32","4.16","60.69","36.61","61.12","40.7","115.67","108.02","161.87","86.7","131.03"
"1024","1997","11","Tamil Nadu","Perambular","12.65","0.03","20.48","50.55","43.76","39.24","52.02","113.28","88.31","290.87","304.17","142.53"
"1024","1998","11","Tamil Nadu","Perambular","13.25","1.4","1.52","22.52","113.74","18.52","84.65","209.74","89.28","187.58","174.73","217.77"
"1024","1999","11","Tamil Nadu","Perambular","12.78","14.25","2.03","58.98","72.9","37.2","30.28","78.54","91.18","250.34","148.69","49.72"
"1024","2000","11","Tamil Nadu","Perambular","21.28","18.02","1.86","54.37","56.88","30.05","41.98","227.03","213.59","182.96","150.99","92.62"
"1024","2001","11","Tamil Nadu","Perambular","31.58","3.38","0.84","98.67","27.98","38.26","78.82","81.05","92.59","230.44","107.79","100.92"
"1024","2002","11","Tamil Nadu","Perambular","25.0","3.67","4.32","12.15","88.51","43.32","19.37","68.79","77.69","296.07","177.8","51.21"
"1024","2003","11","Tamil Nadu","Perambular","8.86","9.29","18.11","47.96","67.51","42.04","91.8","203.58","64.33","209.22","139.34","15.1"
"1024","2004","11","Tamil Nadu","Perambular","20.57","8.13","8.04","40.48","191.25","57.96","65.23","70.22","298.49","249.69","110.26","42.3"
"1024","2005","11","Tamil Nadu","Perambular","21.23","6.89","7.55","74.24","75.33","19.35","66.03","84.8","71.37","327.44","213.41","143.95"
"1024","2006","11","Tamil Nadu","Perambular","26.73","1.0","83.64","34.73","47.88","37.15","35.83","89.89","79.55","341.56","162.19","9.85"
"1024","2007","11","Tamil Nadu","Perambular","12.43","15.56","1.18","63.83","70.64","41.81","102.74","156.49","109.8","232.64","95.22","120.31"
"1024","2008","11","Tamil Nadu","Perambular","22.43","23.98","83.14","41.87","24.93","53.63","66.96","358.68","67.03","285.43","230.11","80.79"
"1024","2009","11","Tamil Nadu","Perambular","14.0","0.42","31.15","39.77","78.94","42.8","25.12","201.06","102.41","73.1","255.04","124.86"
"1024","2010","11","Tamil Nadu","Perambular","14.73","0.51","2.34","33.88","52.9","43.55","119.89","124.77","253.13","210.77","245.64","112.67"
"1024","2011","11","Tamil Nadu","Perambular","18.85","39.7","0.56","86.68","44.71","28.92","57.01","146.0","77.21","201.75","192.75","110.15"
"1024","2012","11","Tamil Nadu","Perambular","17.63","2.66","5.8","25.14","25.69","12.34","30.54","106.11","111.01","224.72","125.94","99.74"
"1024","2013","11","Tamil Nadu","Perambular","12.93","28.07","54.16","6.82","90.81","57.69","57.08","110.13","92.14","133.03","153.14","66.58"
"1024","2014","11","Tamil Nadu","Perambular","16.1","6.69","3.62","13.24","98.67","56.48","45.5","100.22","120.91","340.76","73.03","65.59"
"1024","2015","11","Tamil Nadu","Perambular","24.97","6.65","21.36","87.84","132.63","35.41","64.77","164.2","202.46","158.29","277.06","76.46"
"1025","1990","11","Tamil Nadu","Theni","153.47","6.16","40.62","7.42","100.52","66.02","80.63","36.54","50.26","269.3","182.43","51.39"
"1025","1991","11","Tamil Nadu","Theni","29.02","14.21","28.52","69.87","70.16","148.72","97.39","62.15","38.84","249.28","131.69","24.72"
"1025","1992","11","Tamil Nadu","Theni","8.64","0.0","0.0","40.77","90.22","89.76","115.3","72.8","71.27","184.7","287.96","44.26"
"1025","1993","11","Tamil Nadu","Theni","0.56","5.99","26.3","41.1","50.63","99.5","95.08","68.45","44.01","278.16","309.01","167.67"
"1025","1994","11","Tamil Nadu","Theni","13.81","35.54","27.28","123.8","92.76","76.81","89.48","54.58","45.67","306.21","154.88","28.24"
"1025","1995","11","Tamil Nadu","Theni","31.22","12.61","51.36","112.75","92.01","81.55","113.31","100.29","39.77","158.06","106.48","2.72"
"1025","1996","11","Tamil Nadu","Theni","30.44","20.83","21.55","123.11","39.79","88.92","86.25","55.42","85.99","138.24","45.08","79.67"
"1025","1997","11","Tamil Nadu","Theni","5.97","0.44","35.27","58.6","47.8","105.12","115.28","51.61","93.95","327.54","306.6","123.96"
"1025","1998","11","Tamil Nadu","Theni","17.4","8.06","5.45","66.36","101.66","47.34","136.8","127.11","90.53","188.58","224.93","250.31"
"1025","1999","11","Tamil Nadu","Theni","13.39","39.08","25.0","89.15","97.14","59.56","76.46","41.3","42.53","320.33","138.55","32.98"
"1025","2000","11","Tamil Nadu","Theni","44.94","81.55","13.5","77.82","63.05","45.37","60.77","175.74","152.49","141.87","122.34","120.19"
"1025","2001","11","Tamil Nadu","Theni","69.65","21.8","3.67","168.83","41.11","62.8","141.78","80.16","108.58","194.18","100.7","53.71"
"1025","2002","11","Tamil Nadu","Theni","4.25","11.44","34.11","39.79","78.86","64.11","31.26","40.68","38.88","366.79","174.6","30.62"
"1025","2003","11","Tamil Nadu","Theni","13.75","58.11","45.33","94.58","61.17","72.21","119.46","93.09","28.09","275.64","141.79","4.34"
"1025","2004","11","Tamil Nadu","Theni","9.46","15.83","28.95","62.87","163.32","96.12","102.53","53.82","199.32","212.32","107.15","36.23"
"1025","2005","11","Tamil Nadu","Theni","41.03","5.77","19.1","137.98","46.44","45.69","123.07","28.64","70.24","178.56","217.03","104.38"
"1025","2006","11","Tamil Nadu","Theni","38.63","3.28","150.6","45.79","53.25","47.63","69.29","58.78","131.11","370.87","190.63","6.86"
"1025","2007","11","Tamil Nadu","Theni","13.42","7.53","9.63","113.5","104.07","61.18","137.78","79.32","113.75","255.55","130.97","43.8"
"1025","2008","11","Tamil Nadu","Theni","4.18","39.25","208.19","94.28","27.25","70.65","111.22","165.98","72.98","307.2","163.61","92.54"
"1025","2009","11","Tamil Nadu","Theni","7.98","0.98","106.8","62.08","54.93","98.5","75.19","84.95","77.95","108.42","274.05","94.59"
"1025","2010","11","Tamil Nadu","Theni","71.19","2.88","2.95","81.26","66.77","46.57","187.86","51.51","158.83","295.39","243.83","135.34"
"1025","2011","11","Tamil Nadu","Theni","26.16","55.88","4.67","113.47","22.2","53.3","80.55","56.31","72.81","150.58","181.46","176.05"
"1025","2012","11","Tamil Nadu","Theni","14.42","14.12","25.21","85.35","21.56","23.76","58.83","64.03","63.74","177.2","131.64","62.34"
"1025","2013","11","Tamil Nadu","Theni","14.65","50.85","116.43","13.5","56.34","78.59","113.9","56.27","62.41","136.1","160.61","56.41"
"1025","2014","11","Tamil Nadu","Theni","33.87","9.08","24.87","56.21","80.81","40.76","81.69","64.8","122.51","320.78","74.83","71.94"
"1025","2015","11","Tamil Nadu","Theni","11.79","11.87","66.06","170.89","158.66","72.14","91.14","68.71","155.64","243.76","216.2","129.21"
"1026","1990","11","Tamil Nadu","Tiruvarur","200.0","5.26","23.65","7.23","73.32","54.13","36.07","54.29","71.02","339.31","214.23","185.4"
"1026","1991","11","Tamil Nadu","Tiruvarur","65.52","15.94","13.57","43.4","23.85","47.76","34.64","90.67","56.4","253.17","371.88","60.3"
"1026","1992","11","Tamil Nadu","Tiruvarur","16.8","0.0","0.0","12.44","59.7","28.88","48.74","137.57","80.01","124.42","416.3","135.51"
"1026","1993","11","Tamil Nadu","Tiruvarur","2.33","5.74","8.37","21.73","47.24","52.56","36.24","90.83","27.92","233.07","396.92","431.02"
"1026","1994","11","Tamil Nadu","Tiruvarur","26.37","40.04","3.99","50.42","42.23","13.02","46.27","53.96","41.3","248.19","362.36","95.03"
"1026","1995","11","Tamil Nadu","Tiruvarur","118.19","14.26","15.35","60.06","62.74","21.34","45.72","125.74","55.43","178.87","154.76","26.57"
"1026","1996","11","Tamil Nadu","Tiruvarur","27.87","15.05","1.82","79.35","19.38","58.27","41.05","95.82","121.5","188.42","219.27","268.33"
"1026","1997","11","Tamil Nadu","Tiruvarur","20.79","0.3","18.38","45.98","30.17","22.95","70.22","86.6","56.13","292.34","529.99","301.34"
"1026","1998","11","Tamil Nadu","Tiruvarur","47.48","0.62","1.49","19.06","81.36","12.74","78.05","162.22","54.69","162.64","303.28","438.58"
"1026","1999","11","Tamil Nadu","Tiruvarur","55.23","38.93","1.33","58.73","31.68","25.28","21.02","58.14","73.1","249.49","261.92","110.34"
"1026","2000","11","Tamil Nadu","Tiruvarur","64.88","39.36","4.05","50.48","27.03","21.04","30.07","210.52","182.64","159.13","259.28","213.2"
