"Dist Code","Year","State Code","State Name","Dist Name","JANUARY WATER DEFICIT (Millimeters)","FEBRUARY WATER DEFICIT (Millimeters)","MARCH WATER DEFICIT (Millimeters)","APRIL WATER DEFICIT (Millimeters)","MAY WATER DEFICIT (Millimeters)","JUNE WATER DEFICIT (Millimeters)","JULY WATER DEFICIT (Millimeters)","AUGUST WATER DEFICIT (Millimeters)","OCTOBER WATER DEFICIT (Millimeters)","NOVEMBER WATER DEFICIT (Millimeters)","DECEMBER WATER DEFICIT (Millimeters)"
"543","2007","11","Tamil Nadu","Villupuram","54.32","59.59","118.89","104.93","128.97","96.72","18.1","0.0","12.0","0.0","7.86"
"543","2008","11","Tamil Nadu","Villupuram","41.54","58.57","71.09","106.43","157.09","121.0","65.05","0.0","35.22","0.0","0.0"
"543","2009","11","Tamil Nadu","Villupuram","43.58","63.93","99.73","129.99","95.33","121.01","136.81","0.35","9.34","67.63","0.0"
"543","2010","11","Tamil Nadu","Villupuram","49.1","69.45","116.31","129.6","122.34","90.8","30.16","4.95","0.0","0.0","0.0"
"543","2011","11","Tamil Nadu","Villupuram","41.28","37.87","94.96","72.74","121.48","138.45","74.32","0.31","37.97","0.0","0.0"
"543","2012","11","Tamil Nadu","Villupuram","38.45","63.74","111.66","128.45","154.9","162.52","111.53","18.62","24.22","0.0","0.0"
"543","2013","11","Tamil Nadu","Villupuram","70.76","76.34","113.51","156.2","101.95","103.51","83.43","27.99","14.72","0.0","0.0"
"543","2014","11","Tamil Nadu","Villupuram","106.7","101.76","159.65","161.15","116.89","88.34","129.3","27.42","46.8","0.0","8.58"
"543","2015","11","Tamil Nadu","Villupuram","48.69","76.2","124.31","101.13","79.91","125.04","80.34","3.08","9.87","0.32","0.0"
"999","1990","11","Tamil Nadu","Chennai","37.0","57.12","88.68","144.59","42.25","168.66","116.48","77.88","0.0","0.0","0.0"
"999","1991","11","Tamil Nadu","Chennai","40.63","65.57","112.06","150.69","189.73","71.49","114.28","60.27","38.6","0.0","0.0"
"999","1992","11","Tamil Nadu","Chennai","42.15","71.59","116.98","155.46","158.77","166.78","118.26","57.74","81.8","0.0","0.0"
"999","1993","11","Tamil Nadu","Chennai","46.59","64.33","104.89","151.2","80.97","130.21","108.23","30.76","103.0","0.0","0.0"
"999","1994","11","Tamil Nadu","Chennai","44.03","41.5","93.32","133.62","120.04","163.93","106.24","49.45","115.84","0.0","0.0"
"999","1995","11","Tamil Nadu","Chennai","19.66","56.29","86.18","122.12","65.14","183.5","59.6","0.0","0.0","0.0","0.0"
"999","1996","11","Tamil Nadu","Chennai","58.78","79.96","138.35","123.26","206.44","166.51","131.52","104.47","81.46","0.0","0.0"
"999","1997","11","Tamil Nadu","Chennai","37.36","58.55","96.2","110.92","177.33","130.63","145.75","89.06","55.24","0.0","0.0"
"999","1998","11","Tamil Nadu","Chennai","44.4","67.26","111.35","139.47","139.42","172.6","70.0","23.07","82.47","0.0","0.0"
"999","1999","11","Tamil Nadu","Chennai","46.57","66.09","107.23","130.42","163.05","118.46","128.43","20.14","63.07","0.0","0.0"
"999","2000","11","Tamil Nadu","Chennai","71.0","73.2","143.71","151.57","160.25","107.93","71.71","44.68","11.29","0.0","0.0"
"999","2001","11","Tamil Nadu","Chennai","74.21","94.51","154.71","142.56","184.15","152.01","60.2","100.54","23.67","0.0","0.0"
"999","2002","11","Tamil Nadu","Chennai","18.95","54.78","87.9","129.78","127.74","160.91","127.66","31.67","58.73","0.0","0.0"
"999","2003","11","Tamil Nadu","Chennai","52.61","68.65","105.87","146.7","177.55","156.12","16.55","20.32","70.72","0.0","18.56"
"999","2004","11","Tamil Nadu","Chennai","74.1","68.33","154.57","152.8","88.16","125.12","109.98","121.79","0.0","0.0","0.0"
"999","2005","11","Tamil Nadu","Chennai","54.74","68.33","121.87","126.88","106.81","173.11","90.08","91.11","29.34","0.0","0.0"
"999","2006","11","Tamil Nadu","Chennai","42.38","58.13","81.92","115.38","153.33","101.88","75.23","60.02","53.19","0.0","0.0"
"999","2007","11","Tamil Nadu","Chennai","53.09","48.45","102.72","129.1","173.69","83.3","7.15","0.0","18.21","0.0","0.19"
"999","2008","11","Tamil Nadu","Chennai","28.74","49.85","81.84","110.76","181.75","138.76","110.34","33.55","49.71","0.0","0.0"
"999","2009","11","Tamil Nadu","Chennai","42.76","66.07","105.55","147.28","112.15","164.56","132.66","24.22","8.97","91.97","0.0"
"999","2010","11","Tamil Nadu","Chennai","42.33","61.23","96.16","142.1","97.73","71.81","38.48","6.26","1.22","0.0","0.0"
"999","2011","11","Tamil Nadu","Chennai","41.3","30.46","85.4","84.3","141.44","118.41","39.53","1.83","26.02","0.0","0.0"
"999","2012","11","Tamil Nadu","Chennai","26.52","55.81","90.89","127.0","176.15","151.59","92.35","16.49","8.28","0.0","0.47"
"999","2013","11","Tamil Nadu","Chennai","55.0","52.28","92.5","143.65","113.06","57.12","50.75","26.59","4.67","0.0","0.0"
"999","2014","11","Tamil Nadu","Chennai","81.63","79.55","144.65","155.54","149.04","39.0","143.29","17.86","103.08","0.0","0.0"
"999","2015","11","Tamil Nadu","Chennai","47.97","67.35","109.42","126.3","132.79","132.1","65.48","7.25","81.57","0.0","0.0"
"1022","1990","11","Tamil Nadu","Karur","48.54","143.92","170.5","180.59","120.19","164.87","161.69","140.83","109.19","0.0","15.25"
"1022","1991","11","Tamil Nadu","Karur","104.17","127.68","172.03","111.09","131.23","140.49","163.38","116.55","116.26","0.0","0.03"
"1022","1992","11","Tamil Nadu","Karur","120.2","134.22","174.4","162.52","127.62","164.25","149.57","114.54","92.53","18.13","0.0"
"1022","1993","11","Tamil Nadu","Karur","137.56","144.42","177.22","157.44","151.62","159.99","167.1","132.26","133.14","0.0","0.0"
"1022","1994","11","Tamil Nadu","Karur","109.25","124.79","184.24","101.55","132.74","176.51","145.09","138.45","124.01","0.0","13.29"
"1022","1995","11","Tamil Nadu","Karur","101.66","136.66","170.05","120.12","129.52","166.96","143.15","74.01","124.24","21.57","59.32"
"1022","1996","11","Tamil Nadu","Karur","143.09","156.66","192.68","119.8","179.45","147.88","153.26","118.73","90.35","23.11","78.1"
"1022","1997","11","Tamil Nadu","Karur","134.35","137.63","167.18","124.84","149.75","154.1","152.52","128.57","95.76","0.0","0.0"
"1022","1998","11","Tamil Nadu","Karur","66.91","103.78","170.37","147.92","106.95","181.13","110.0","38.35","91.83","0.01","0.1"
"1022","1999","11","Tamil Nadu","Karur","112.14","127.44","168.4","134.29","126.99","168.4","159.68","135.56","111.4","0.0","13.28"
"1022","2000","11","Tamil Nadu","Karur","95.51","105.21","165.75","121.18","142.13","171.37","155.36","29.43","11.38","1.33","22.18"
"1022","2001","11","Tamil Nadu","Karur","96.42","126.79","171.57","53.75","181.05","171.02","129.54","128.23","89.21","0.0","37.41"
"1022","2002","11","Tamil Nadu","Karur","124.89","142.86","169.34","161.86","144.61","156.46","176.72","147.47","117.56","0.0","6.04"
"1022","2003","11","Tamil Nadu","Karur","98.25","119.01","161.79","110.88","147.5","157.27","117.22","63.33","131.71","0.0","19.51"
"1022","2004","11","Tamil Nadu","Karur","118.36","121.47","172.3","140.0","44.1","144.41","126.92","130.68","1.18","0.0","26.82"
"1022","2005","11","Tamil Nadu","Karur","87.64","121.47","163.18","79.82","132.77","168.33","127.43","125.09","105.66","0.0","0.21"
"1022","2006","11","Tamil Nadu","Karur","90.04","123.74","107.02","139.8","142.33","143.44","155.96","119.86","72.7","0.0","6.93"
"1022","2007","11","Tamil Nadu","Karur","95.29","115.5","163.05","93.74","106.92","143.4","102.27","79.2","70.61","0.0","29.95"
"1022","2008","11","Tamil Nadu","Karur","106.07","105.4","100.11","120.45","162.89","142.17","116.05","6.63","87.92","0.0","4.26"
"1022","2009","11","Tamil Nadu","Karur","81.18","107.5","129.96","128.67","138.3","149.52","154.05","62.76","87.2","61.23","0.0"
"1022","2010","11","Tamil Nadu","Karur","109.6","131.84","169.91","129.91","129.8","143.21","85.0","106.8","7.59","0.0","0.0"
"1022","2011","11","Tamil Nadu","Karur","71.13","74.87","149.79","77.74","155.65","173.31","145.81","97.67","108.39","0.0","4.87"
"1022","2012","11","Tamil Nadu","Karur","112.16","131.91","171.88","139.22","167.43","179.51","159.3","117.16","98.9","0.01","22.14"
"1022","2013","11","Tamil Nadu","Karur","127.88","118.98","146.47","176.19","139.97","161.53","149.07","115.44","102.34","27.77","11.86"
"1022","2014","11","Tamil Nadu","Karur","150.65","138.99","184.32","165.78","111.08","168.62","158.62","117.2","49.8","0.0","35.73"
"1022","2015","11","Tamil Nadu","Karur","82.74","122.93","150.79","65.85","53.36","144.07","141.47","84.85","18.77","0.0","0.0"
"1023","1990","11","Tamil Nadu","Namakkal","64.6","140.67","170.82","172.45","83.31","140.19","127.4","105.66","86.56","0.0","16.31"
"1023","1991","11","Tamil Nadu","Namakkal","106.39","126.76","179.26","102.23","108.5","100.43","129.48","67.19","93.84","0.0","0.0"
"1023","1992","11","Tamil Nadu","Namakkal","107.71","135.69","179.67","164.02","111.62","135.35","117.73","82.07","69.81","15.84","0.0"
"1023","1993","11","Tamil Nadu","Namakkal","131.41","147.1","180.02","155.78","118.55","129.58","131.24","107.63","112.48","0.0","2.09"
"1023","1994","11","Tamil Nadu","Namakkal","110.96","129.52","188.77","108.21","94.71","151.21","103.79","104.09","103.34","0.0","12.78"
"1023","1995","11","Tamil Nadu","Namakkal","96.42","139.02","171.76","127.75","104.94","134.82","101.89","21.27","92.54","20.81","59.83"
"1023","1996","11","Tamil Nadu","Namakkal","138.75","156.21","194.13","130.74","155.11","112.53","118.74","66.61","85.65","12.17","79.47"
"1023","1997","11","Tamil Nadu","Namakkal","124.9","137.8","164.61","121.46","133.94","125.73","121.78","79.75","69.14","0.0","0.0"
"1023","1998","11","Tamil Nadu","Namakkal","71.95","123.75","181.59","150.63","78.46","159.8","64.06","3.11","58.46","0.0","2.65"
"1023","1999","11","Tamil Nadu","Namakkal","91.78","124.97","172.52","126.76","88.33","138.33","124.96","100.44","84.64","0.0","9.62"
"1023","2000","11","Tamil Nadu","Namakkal","95.42","114.85","171.72","116.23","117.6","144.79","117.09","1.64","1.34","0.0","13.84"
"1023","2001","11","Tamil Nadu","Namakkal","87.19","123.02","170.82","57.55","161.2","147.86","86.34","96.57","61.57","0.0","30.64"
"1023","2002","11","Tamil Nadu","Namakkal","111.47","141.13","173.13","162.56","104.71","121.83","144.26","115.06","100.63","0.0","8.33"
"1023","2003","11","Tamil Nadu","Namakkal","102.63","126.93","167.85","113.71","140.73","129.4","75.46","29.3","112.43","0.0","22.55"
"1023","2004","11","Tamil Nadu","Namakkal","105.06","124.67","175.77","135.28","7.52","112.75","67.55","99.45","0.0","0.0","21.54"
"1023","2005","11","Tamil Nadu","Namakkal","90.84","124.67","168.34","89.62","100.16","141.63","81.24","78.72","78.3","0.0","1.05"
"1023","2006","11","Tamil Nadu","Namakkal","76.92","117.59","100.19","137.76","113.42","112.57","122.92","92.08","55.71","0.0","10.89"
"1023","2007","11","Tamil Nadu","Namakkal","101.95","121.44","169.98","92.7","78.13","122.78","54.24","28.54","36.73","0.0","26.66"
"1023","2008","11","Tamil Nadu","Namakkal","97.09","104.3","94.22","123.19","144.97","115.84","60.66","0.0","50.74","0.0","4.01"
"1023","2009","11","Tamil Nadu","Namakkal","78.92","117.4","140.06","133.67","103.18","106.33","126.58","30.21","47.38","63.36","0.0"
"1023","2010","11","Tamil Nadu","Namakkal","106.48","131.03","171.22","122.41","104.12","116.17","45.69","67.06","2.17","0.0","0.0"
"1023","2011","11","Tamil Nadu","Namakkal","72.08","76.72","161.39","85.15","127.84","147.99","103.1","37.64","80.52","0.0","8.24"
"1023","2012","11","Tamil Nadu","Namakkal","101.08","128.34","175.91","143.15","141.61","160.49","124.1","67.98","81.66","0.0","13.21"
"1023","2013","11","Tamil Nadu","Namakkal","119.97","121.03","151.36","171.45","99.16","122.39","98.05","81.49","64.18","14.89","3.78"
"1023","2014","11","Tamil Nadu","Namakkal","139.7","137.49","182.29","164.54","91.71","127.31","114.86","75.01","20.54","0.0","26.52"
"1023","2015","11","Tamil Nadu","Namakkal","78.01","125.25","148.61","78.77","20.55","120.3","100.56","52.5","12.62","0.0","0.0"
"1024","1990","11","Tamil Nadu","Perambular","33.3","121.17","152.76","172.7","87.17","144.9","150.93","104.02","63.83","0.0","0.8"
"1024","1991","11","Tamil Nadu","Perambular","66.91","96.31","157.06","115.11","137.3","117.67","154.91","61.83","87.74","0.0","0.0"
"1024","1992","11","Tamil Nadu","Perambular","65.81","93.1","151.34","162.8","113.14","149.39","136.33","56.5","64.49","17.66","0.0"
"1024","1993","11","Tamil Nadu","Perambular","105.15","124.71","167.34","159.51","122.14","135.63","155.21","94.68","118.58","0.0","0.0"
"1024","1994","11","Tamil Nadu","Perambular","65.22","82.35","155.05","111.23","112.44","175.42","130.9","105.0","109.17","0.0","0.0"
"1024","1995","11","Tamil Nadu","Perambular","55.66","106.93","151.61","125.51","106.12","160.24","131.64","11.14","80.93","4.4","29.81"
"1024","1996","11","Tamil Nadu","Perambular","127.56","143.46","187.55","122.42","180.66","127.83","144.66","67.14","56.7","0.0","26.22"
"1024","1997","11","Tamil Nadu","Perambular","108.81","124.29","156.74","120.25","145.27","151.65","141.6","76.69","78.4","0.0","0.0"
"1024","1998","11","Tamil Nadu","Perambular","46.19","72.61","138.65","144.42","78.28","180.68","88.99","1.2","61.82","0.0","0.0"
"1024","1999","11","Tamil Nadu","Perambular","54.64","75.02","137.55","112.03","113.63","155.33","152.53","96.05","75.03","0.0","0.0"
"1024","2000","11","Tamil Nadu","Perambular","71.16","94.11","159.42","117.13","134.46","159.66","144.26","0.61","0.0","0.0","0.0"
"1024","2001","11","Tamil Nadu","Perambular","54.87","84.16","147.27","59.19","172.71","158.78","107.54","104.73","66.18","0.0","6.04"
"1024","2002","11","Tamil Nadu","Perambular","73.27","115.74","159.2","155.18","118.66","138.03","168.43","120.32","90.79","0.0","0.0"
"1024","2003","11","Tamil Nadu","Perambular","67.2","89.93","140.12","121.87","133.42","145.84","80.02","1.68","91.99","0.0","0.22"
"1024","2004","11","Tamil Nadu","Perambular","83.42","78.04","161.03","139.8","2.25","121.76","99.28","104.98","0.0","0.0","3.92"
"1024","2005","11","Tamil Nadu","Perambular","54.45","78.04","139.57","77.98","99.94","163.93","111.75","86.76","87.67","0.0","0.0"
"1024","2006","11","Tamil Nadu","Perambular","39.63","62.84","54.93","105.06","125.91","124.65","144.93","85.57","75.15","0.0","0.0"
"1024","2007","11","Tamil Nadu","Perambular","59.78","74.1","139.58","94.35","107.61","118.72","64.2","12.97","51.02","0.0","11.91"
"1024","2008","11","Tamil Nadu","Perambular","67.24","82.22","70.16","115.82","160.02","127.28","99.56","0.0","47.57","0.0","0.0"
"1024","2009","11","Tamil Nadu","Perambular","45.1","65.72","94.18","114.71","97.48","131.89","153.58","2.86","53.33","59.11","0.0"
"1024","2010","11","Tamil Nadu","Perambular","61.6","89.91","141.99","132.78","123.07","120.59","55.98","40.38","0.0","0.0","0.0"
"1024","2011","11","Tamil Nadu","Perambular","42.68","45.8","106.96","61.58","128.13","161.03","123.57","28.34","87.88","0.0","0.0"
"1024","2012","11","Tamil Nadu","Perambular","59.97","92.48","148.7","140.76","158.5","178.75","148.2","72.77","59.26","0.0","0.58"
"1024","2013","11","Tamil Nadu","Perambular","89.18","93.81","115.78","171.2","109.94","145.12","136.99","63.94","72.12","7.4","0.0"
"1024","2014","11","Tamil Nadu","Perambular","131.14","120.34","172.03","168.27","90.76","137.18","150.96","77.26","47.04","0.0","19.31"
"1024","2015","11","Tamil Nadu","Perambular","59.62","92.9","139.25","80.63","44.99","137.1","122.78","18.1","0.0","0.0","0.0"
"1025","1990","11","Tamil Nadu","Theni","5.41","99.41","106.34","132.71","59.3","79.4","73.71","101.02","90.25","0.0","0.0"
"1025","1991","11","Tamil Nadu","Theni","57.54","85.82","115.41","73.24","67.74","40.59","66.0","80.26","90.04","0.0","0.6"
"1025","1992","11","Tamil Nadu","Theni","88.25","101.84","151.57","100.42","59.8","70.83","57.56","76.66","68.88","0.0","0.0"
"1025","1993","11","Tamil Nadu","Theni","73.32","89.16","122.45","98.25","99.82","64.16","70.7","80.84","95.27","0.0","0.0"
"1025","1994","11","Tamil Nadu","Theni","46.95","53.11","97.24","26.34","59.75","68.57","59.79","81.31","85.71","0.0","0.0"
"1025","1995","11","Tamil Nadu","Theni","58.0","84.57","101.31","36.81","60.2","69.25","54.44","54.76","94.96","0.75","11.76"
"1025","1996","11","Tamil Nadu","Theni","95.68","115.24","149.56","35.73","124.29","62.25","67.66","85.09","60.29","6.58","55.98"
"1025","1997","11","Tamil Nadu","Theni","105.04","112.22","126.72","84.63","99.86","53.0","59.92","91.13","53.02","0.0","0.0"
"1025","1998","11","Tamil Nadu","Theni","42.8","62.02","107.19","70.07","45.32","89.66","39.84","36.06","54.5","0.0","0.0"
"1025","1999","11","Tamil Nadu","Theni","48.03","55.5","92.26","71.24","58.5","77.48","70.98","91.44","92.25","0.0","0.41"
"1025","2000","11","Tamil Nadu","Theni","47.89","33.11","104.85","68.08","87.61","90.41","79.46","22.61","8.02","1.98","5.83"
"1025","2001","11","Tamil Nadu","Theni","48.7","82.14","135.1","2.65","103.99","77.38","45.24","68.0","39.14","0.0","9.1"
"1025","2002","11","Tamil Nadu","Theni","92.15","109.0","117.6","102.54","83.58","78.92","107.61","93.29","94.16","0.0","0.0"
"1025","2003","11","Tamil Nadu","Theni","55.57","48.19","85.32","45.42","81.36","67.99","49.66","57.63","100.84","0.0","0.64"
"1025","2004","11","Tamil Nadu","Theni","75.54","95.99","120.53","79.86","11.66","57.92","60.83","80.93","0.0","0.0","7.15"
"1025","2005","11","Tamil Nadu","Theni","54.65","95.99","120.5","14.91","91.1","89.8","49.02","95.46","68.9","0.0","0.0"
"1025","2006","11","Tamil Nadu","Theni","48.66","82.85","18.63","78.45","78.39","72.27","73.52","69.28","19.37","0.0","0.0"
"1025","2007","11","Tamil Nadu","Theni","54.43","72.16","118.3","29.8","40.84","67.27","37.62","58.37","37.45","0.0","1.57"
"1025","2008","11","Tamil Nadu","Theni","68.61","64.31","7.01","44.02","97.5","62.45","49.43","17.51","56.69","0.0","0.0"
"1025","2009","11","Tamil Nadu","Theni","54.96","75.36","40.25","71.01","88.94","59.52","65.97","58.77","61.1","18.28","0.0"
"1025","2010","11","Tamil Nadu","Theni","35.92","81.52","130.97","61.84","71.6","76.94","24.11","75.39","5.91","0.0","0.0"
"1025","2011","11","Tamil Nadu","Theni","38.32","34.93","88.17","26.02","102.38","81.81","66.24","78.26","68.32","0.0","0.0"
"1025","2012","11","Tamil Nadu","Theni","62.16","85.32","117.29","56.88","126.23","107.36","82.05","72.36","75.43","0.0","1.94"
"1025","2013","11","Tamil Nadu","Theni","90.53","75.0","52.01","126.4","94.47","66.75","57.14","78.5","71.42","5.69","0.02"
"1025","2014","11","Tamil Nadu","Theni","91.2","107.34","143.34","93.83","63.36","104.23","75.91","74.69","33.56","0.0","18.73"
"1025","2015","11","Tamil Nadu","Theni","61.84","87.93","87.01","2.92","7.21","55.11","62.1","63.38","6.84","0.0","0.0"
"1026","1990","11","Tamil Nadu","Tiruvarur","0.0","58.97","78.52","104.1","84.1","110.55","133.59","102.73","77.4","0.0","0.0"
"1026","1991","11","Tamil Nadu","Tiruvarur","25.61","52.22","79.52","78.78","107.83","109.68","141.78","75.53","92.44","0.0","0.0"
"1026","1992","11","Tamil Nadu","Tiruvarur","47.41","64.27","93.93","108.71","95.2","136.08","120.23","36.56","69.72","11.62","0.0"
"1026","1993","11","Tamil Nadu","Tiruvarur","54.28","66.9","98.14","105.31","119.09","121.27","148.08","82.88","127.13","0.0","0.0"
"1026","1994","11","Tamil Nadu","Tiruvarur","36.37","40.3","81.54","69.62","102.45","149.87","122.3","114.47","111.12","0.0","0.0"
"1026","1995","11","Tamil Nadu","Tiruvarur","7.64","53.41","79.76","66.39","83.64","141.25","121.66","45.74","99.6","0.0","0.06"
"1026","1996","11","Tamil Nadu","Tiruvarur","82.22","110.66","163.2","81.0","184.57","118.09","139.66","72.89","35.98","0.0","0.0"
"1026","1997","11","Tamil Nadu","Tiruvarur","48.48","68.39","94.67","80.7","116.61","149.72","113.56","90.34","101.82","0.0","0.0"
"1026","1998","11","Tamil Nadu","Tiruvarur","29.29","57.13","87.1","94.64","74.48","158.64","78.0","8.44","93.04","0.0","0.0"
"1026","1999","11","Tamil Nadu","Tiruvarur","26.77","41.68","77.71","69.73","103.29","130.95","145.71","105.97","83.82","0.0","0.0"
"1026","2000","11","Tamil Nadu","Tiruvarur","31.91","49.23","95.79","86.3","128.85","147.07","142.65","0.02","0.0","0.0","0.0"
"1026","2001","11","Tamil Nadu","Tiruvarur","25.82","56.12","90.89","42.23","133.13","126.27","87.92","107.94","97.94","0.0","0.0"
"1026","2002","11","Tamil Nadu","Tiruvarur","34.05","62.32","89.93","96.36","112.89","124.08","155.54","122.29","95.41","0.0","0.0"
"1026","2003","11","Tamil Nadu","Tiruvarur","36.76","50.72","74.64","73.55","93.93","120.82","58.49","0.0","79.3","0.0","0.0"
"1026","2004","11","Tamil Nadu","Tiruvarur","47.17","54.53","95.7","99.08","41.17","110.14","108.03","94.73","0.0","0.0","0.0"
"1026","2005","11","Tamil Nadu","Tiruvarur","33.44","54.53","84.02","49.53","95.17","142.64","108.49","100.12","113.36","0.0","0.0"
"1026","2006","11","Tamil Nadu","Tiruvarur","16.23","48.8","33.77","65.44","96.69","101.18","122.81","74.24","103.47","0.0","0.0"
"1026","2007","11","Tamil Nadu","Tiruvarur","34.35","47.86","83.6","63.75","96.93","97.25","56.58","35.23","91.6","0.0","0.0"
"1026","2008","11","Tamil Nadu","Tiruvarur","33.03","43.74","42.9","68.24","117.23","101.76","103.22","0.0","61.19","0.0","0.0"
"1026","2009","11","Tamil Nadu","Tiruvarur","32.62","52.02","58.65","67.99","93.67","125.58","139.45","0.0","84.51","36.79","0.0"
"1026","2010","11","Tamil Nadu","Tiruvarur","33.21","54.22","81.28","90.33","105.88","114.18","30.99","49.89","0.0","0.0","0.0"
"1026","2011","11","Tamil Nadu","Tiruvarur","26.62","33.72","74.58","38.7","101.61","124.93","109.81","61.5","112.1","0.0","0.0"
"1026","2012","11","Tamil Nadu","Tiruvarur","28.27","53.01","76.46","79.26","121.98","150.36","138.15","100.67","66.2","0.0","0.0"
"1026","2013","11","Tamil Nadu","Tiruvarur","38.41","40.9","54.0","101.24","107.04","138.49","136.27","60.32","111.97","10.78","0.0"
"1026","2014","11","Tamil Nadu","Tiruvarur","61.85","76.11","124.34","129.32","95.89","142.01","143.07","89.51","78.57","0.0","0.49"
"1026","2015","11","Tamil Nadu","Tiruvarur","46.24","63.26","94.93","51.99","70.01","126.74","108.92","9.4","0.04","0.0","0.0"
"1027","1990","11","Tamil Nadu","Thiruvallur","42.58","64.46","98.16","152.71","20.53","155.07","102.66","64.55","0.33","0.0","0.13"
"1027","1991","11","Tamil Nadu","Thiruvallur","44.1","69.35","120.87","150.34","179.24","46.97","98.38","45.83","28.09","0.0","0.0"
"1027","1992","11","Tamil Nadu","Thiruvallur","42.52","70.02","116.89","157.17","147.82","147.15","100.66","46.45","69.9","0.93","0.0"
"1027","1993","11","Tamil Nadu","Thiruvallur","56.29","76.72","126.08","158.29","62.02","114.93","93.43","24.93","88.37","0.0","0.0"
"1027","1994","11","Tamil Nadu","Thiruvallur","45.64","50.05","102.36","136.71","102.04","149.61","87.05","42.1","105.69","0.0","0.0"
"1027","1995","11","Tamil Nadu","Thiruvallur","25.01","61.8","94.8","128.02","46.15","161.9","42.98","0.0","0.0","0.0","1.78"
"1027","1996","11","Tamil Nadu","Thiruvallur","58.81","80.26","141.21","113.17","194.7","142.09","114.84","75.94","70.5","0.0","0.49"
"1027","1997","11","Tamil Nadu","Thiruvallur","40.84","62.21","103.42","103.6","169.02","111.69","130.97","71.25","39.31","0.0","0.0"
"1027","1998","11","Tamil Nadu","Thiruvallur","42.54","64.34","107.59","132.66","123.29","156.08","45.54","10.38","63.12","0.0","0.0"
"1027","1999","11","Tamil Nadu","Thiruvallur","49.48","68.93","116.69","125.11","146.53","101.1","108.97","12.14","51.71","0.0","0.04"
"1027","2000","11","Tamil Nadu","Thiruvallur","77.12","85.09","149.07","146.66","147.74","93.08","57.42","22.65","10.39","0.0","1.57"
"1027","2001","11","Tamil Nadu","Thiruvallur","76.6","100.67","157.47","133.59","174.26","140.08","49.4","89.63","13.66","0.0","0.09"
"1027","2002","11","Tamil Nadu","Thiruvallur","26.32","58.55","96.84","136.41","111.14","141.52","118.42","24.8","54.58","0.0","0.0"
"1027","2003","11","Tamil Nadu","Thiruvallur","53.71","71.13","108.92","145.81","175.51","138.21","9.17","14.68","64.04","0.0","29.7"
"1027","2004","11","Tamil Nadu","Thiruvallur","75.43","69.73","155.71","146.22","65.0","109.56","77.74","111.15","0.0","0.0","0.61"
"1027","2005","11","Tamil Nadu","Thiruvallur","54.48","69.73","124.66","121.21","88.01","155.05","67.49","69.14","18.56","0.0","0.0"
"1027","2006","11","Tamil Nadu","Thiruvallur","40.67","55.52","77.41","105.69","136.72","80.31","64.7","52.31","47.15","0.0","0.0"
"1027","2007","11","Tamil Nadu","Thiruvallur","50.85","54.02","106.05","122.23","164.74","68.25","3.95","0.0","9.79","0.0","8.5"
"1027","2008","11","Tamil Nadu","Thiruvallur","35.7","56.66","83.67","109.16","172.79","122.51","79.06","19.77","38.93","0.0","0.0"
"1027","2009","11","Tamil Nadu","Thiruvallur","42.84","64.23","103.55","145.55","90.62","138.98","119.53","14.67","4.78","88.51","0.0"
"1027","2010","11","Tamil Nadu","Thiruvallur","43.17","61.29","100.53","136.98","74.72","53.4","25.63","3.91","1.97","0.0","0.0"
"1027","2011","11","Tamil Nadu","Thiruvallur","43.47","40.63","93.27","78.57","126.23","105.37","27.99","1.72","21.28","0.0","0.0"
"1027","2012","11","Tamil Nadu","Thiruvallur","29.46","55.87","94.0","126.66","164.53","139.03","78.78","6.65","7.64","0.0","0.23"
"1027","2013","11","Tamil Nadu","Thiruvallur","61.27","65.23","105.56","148.8","94.81","36.44","34.06","19.29","3.05","0.0","0.0"
"1027","2014","11","Tamil Nadu","Thiruvallur","82.39","84.2","145.62","157.56","137.02","22.81","123.0","7.51","84.09","0.0","3.0"
"1027","2015","11","Tamil Nadu","Thiruvallur","53.17","74.31","121.78","121.67","117.46","112.62","52.92","5.53","70.43","5.32","0.0"
"1077","1990","11","Tamil Nadu","Ariyalur","8.54","94.96","124.82","158.24","91.22","137.59","148.62","97.54","55.03","0.0","0.0"
"1077","1991","11","Tamil Nadu","Ariyalur","52.83","76.98","125.23","114.69","136.66","119.96","154.0","58.71","81.74","0.0","0.0"
"1077","1992","11","Tamil Nadu","Ariyalur","59.1","77.49","120.97","145.4","106.86","145.54","132.47","38.94","57.93","18.35","0.0"
"1077","1993","11","Tamil Nadu","Ariyalur","78.28","98.23","145.41","148.1","122.72","129.88","154.03","79.73","118.98","0.0","0.0"
"1077","1994","11","Tamil Nadu","Ariyalur","49.62","57.94","107.21","95.91","110.73","170.72","130.89","99.81","106.28","0.0","0.0"
"1077","1995","11","Tamil Nadu","Ariyalur","34.36","80.74","118.94","110.14","102.61","164.45","131.83","10.55","76.32","2.42","10.26"
"1077","1996","11","Tamil Nadu","Ariyalur","113.01","134.69","177.53","116.65","186.85","125.28","144.66","63.99","36.97","0.0","3.58"
"1077","1997","11","Tamil Nadu","Ariyalur","80.11","101.28","138.0","114.18","140.94","154.77","136.22","73.78","81.94","0.0","0.0"
"1077","1998","11","Tamil Nadu","Ariyalur","39.98","63.07","100.76","120.11","75.55","177.24","86.61","0.09","65.44","0.0","0.0"
