"Dist Code","Year","State Code","State Name","Dist Name","JANUARY POTENTIAL (Millimeters)","FEBRUARY POTENTIAL (Millimeters)","MARCH POTENTIAL (Millimeters)","APRIL POTENTIAL (Millimeters)","MAY POTENTIAL (Millimeters)","JUNE POTENTIAL (Millimeters)","JULY POTENTIAL (Millimeters)","AUGUST POTENTIAL (Millimeters)","SEPTEMBER POTENTIAL (Millimeters)","OCTOBER POTENTIAL (Millimeters)","NOVEMBER POTENTIAL (Millimeters)","DECEMBER POTENTIAL (Millimeters)"
"543","2012","11","Tamil Nadu","Villupuram","114.41","129.82","173.01","169.6","192.08","191.55","169.55","170.36","158.48","129.9","107.68","114.1"
"543","2013","11","Tamil Nadu","Villupuram","125.74","133.07","171.94","174.07","195.31","193.94","178.16","166.68","151.01","128.3","105.38","108.47"
"543","2014","11","Tamil Nadu","Villupuram","149.45","127.31","172.7","174.13","182.26","182.53","186.82","169.82","159.41","129.74","107.81","110.94"
"543","2015","11","Tamil Nadu","Villupuram","122.99","132.41","171.46","169.38","176.97","170.43","173.81","161.54","157.78","126.84","103.7","108.16"
"999","1990","11","Tamil Nadu","Chennai","120.87","140.88","176.14","182.98","200.91","204.7","185.92","174.02","162.01","133.93","107.23","114.43"
"999","1991","11","Tamil Nadu","Chennai","124.45","134.32","174.33","179.75","214.77","197.3","189.51","178.47","157.07","132.58","106.84","107.4"
"999","1992","11","Tamil Nadu","Chennai","124.17","138.29","171.38","179.68","200.4","194.51","184.51","175.81","155.3","128.72","108.11","111.89"
"999","1993","11","Tamil Nadu","Chennai","124.21","136.6","175.6","180.28","217.51","200.12","191.25","179.93","163.76","129.2","112.05","113.79"
"999","1994","11","Tamil Nadu","Chennai","128.16","134.3","173.81","175.98","213.4","214.44","190.58","185.18","167.18","132.5","109.72","110.2"
"999","1995","11","Tamil Nadu","Chennai","128.43","138.47","171.54","173.87","200.0","221.77","184.13","178.11","164.23","133.92","109.29","115.45"
"999","1996","11","Tamil Nadu","Chennai","132.44","143.27","179.01","172.56","222.01","202.36","186.4","171.96","154.26","129.2","108.79","110.21"
"999","1997","11","Tamil Nadu","Chennai","121.32","130.79","174.01","166.91","202.51","209.68","194.04","184.65","160.01","127.06","103.42","105.16"
"999","1998","11","Tamil Nadu","Chennai","129.01","144.8","182.71","177.83","203.27","207.28","171.4","163.44","156.33","132.23","107.16","112.64"
"999","1999","11","Tamil Nadu","Chennai","131.16","142.79","177.93","175.62","199.87","209.92","185.01","175.3","164.74","126.35","110.38","113.17"
"999","2000","11","Tamil Nadu","Chennai","126.9","135.1","168.25","180.04","204.45","198.87","180.93","176.14","153.36","128.17","112.98","108.72"
"999","2001","11","Tamil Nadu","Chennai","126.37","131.79","173.7","167.71","213.42","205.38","182.59","173.55","158.43","127.56","102.84","109.74"
"999","2002","11","Tamil Nadu","Chennai","119.52","138.41","169.36","174.43","207.34","192.03","183.52","182.01","161.4","126.97","105.54","108.02"
"999","2003","11","Tamil Nadu","Chennai","126.94","134.11","169.39","173.2","207.73","213.34","168.91","177.15","163.16","128.69","115.54","112.91"
"999","2004","11","Tamil Nadu","Chennai","121.76","132.41","167.58","179.85","186.44","197.83","170.17","175.8","153.12","129.4","109.06","114.6"
"999","2005","11","Tamil Nadu","Chennai","124.47","134.02","172.21","166.87","197.78","197.37","179.68","166.66","157.34","124.39","106.94","105.22"
"999","2006","11","Tamil Nadu","Chennai","118.34","126.5","163.06","171.28","204.07","185.63","184.23","184.13","155.77","127.25","103.05","107.82"
"999","2007","11","Tamil Nadu","Chennai","121.59","129.05","164.58","167.37","196.88","183.35","171.84","168.17","153.42","125.75","101.43","102.1"
"999","2008","11","Tamil Nadu","Chennai","115.8","127.39","159.49","165.39","210.0","202.76","174.0","166.67","156.94","126.74","108.76","103.49"
"999","2009","11","Tamil Nadu","Chennai","121.7","127.51","165.0","173.14","195.36","196.49","192.06","168.02","157.87","135.15","103.23","106.71"
"999","2010","11","Tamil Nadu","Chennai","121.75","133.2","168.03","179.21","200.12","187.11","171.18","159.19","149.46","126.35","102.85","103.16"
"999","2011","11","Tamil Nadu","Chennai","126.23","132.21","167.27","164.25","204.73","203.56","182.44","173.46","158.0","124.75","107.76","109.05"
"999","2012","11","Tamil Nadu","Chennai","113.3","132.0","170.35","169.8","203.6","202.9","176.69","179.24","158.84","134.25","108.03","108.67"
"999","2013","11","Tamil Nadu","Chennai","121.83","134.03","165.46","171.61","207.11","200.18","179.69","175.4","150.99","129.04","105.71","109.62"
"999","2014","11","Tamil Nadu","Chennai","149.74","128.71","166.7","168.86","194.97","193.58","192.98","181.72","158.93","132.74","108.71","110.04"
"999","2015","11","Tamil Nadu","Chennai","123.26","132.56","169.39","173.09","194.8","193.19","181.1","168.64","157.7","129.07","104.0","106.04"
"1022","1990","11","Tamil Nadu","Karur","138.87","150.41","184.7","190.37","197.01","191.76","187.07","179.85","168.44","138.43","115.21","127.06"
"1022","1991","11","Tamil Nadu","Karur","144.79","151.77","183.82","186.21","180.57","183.87","193.79","185.45","167.05","137.02","116.71","125.37"
"1022","1992","11","Tamil Nadu","Karur","147.99","147.31","182.8","189.41","189.1","189.72","186.02","185.76","166.66","138.72","117.18","129.51"
"1022","1993","11","Tamil Nadu","Karur","145.91","151.96","188.21","192.29","199.31","192.55","196.73","188.01","173.26","139.04","119.47","125.22"
"1022","1994","11","Tamil Nadu","Karur","148.68","153.65","198.45","185.37","201.05","197.77","183.4","183.65","169.7","135.47","122.43","130.03"
"1022","1995","11","Tamil Nadu","Karur","151.28","154.59","191.15","186.33","193.19","195.88","186.41","178.09","174.04","145.18","117.85","137.64"
"1022","1996","11","Tamil Nadu","Karur","156.79","165.25","198.43","185.01","211.62","181.29","183.3","179.93","164.75","137.26","114.29","120.6"
"1022","1997","11","Tamil Nadu","Karur","141.45","137.98","181.11","175.36","183.49","179.71","190.75","186.87","164.96","132.49","112.88","124.87"
"1022","1998","11","Tamil Nadu","Karur","146.26","155.97","192.93","191.39","190.7","198.31","173.56","164.77","165.69","140.69","110.38","120.85"
"1022","1999","11","Tamil Nadu","Karur","140.94","153.44","178.82","202.44","194.45","189.86","186.36","176.85","169.37","127.19","118.82","123.69"
"1022","2000","11","Tamil Nadu","Karur","143.72","143.59","176.13","185.46","195.08","189.01","185.29","170.76","153.61","136.67","121.37","120.1"
"1022","2001","11","Tamil Nadu","Karur","140.32","138.35","175.99","166.27","204.74","191.79","183.91","185.46","159.68","136.75","110.14","124.31"
"1022","2002","11","Tamil Nadu","Karur","140.02","151.43","177.49","181.89","207.14","183.89","191.04","183.03","168.31","130.49","115.32","124.03"
"1022","2003","11","Tamil Nadu","Karur","147.92","151.8","182.24","183.85","201.28","184.94","178.07","173.26","171.97","132.69","118.32","127.17"
"1022","2004","11","Tamil Nadu","Karur","142.99","148.31","182.83","185.56","174.77","178.98","173.55","175.09","149.85","129.12","112.82","124.25"
"1022","2005","11","Tamil Nadu","Karur","140.33","145.57","178.32","166.24","179.34","184.36","177.48","170.54","162.85","127.31","112.08","114.98"
"1022","2006","11","Tamil Nadu","Karur","136.62","140.07","168.69","179.22","183.9","165.46","181.86","171.37","154.24","136.43","113.52","124.48"
"1022","2007","11","Tamil Nadu","Karur","139.76","142.02","175.42","175.01","181.63","165.85","167.44","162.13","165.28","135.41","113.02","117.87"
"1022","2008","11","Tamil Nadu","Karur","130.65","138.21","164.41","172.91","185.26","173.97","166.5","158.74","159.58","129.18","115.92","119.27"
"1022","2009","11","Tamil Nadu","Karur","136.33","140.02","170.2","184.61","192.57","185.29","177.05","169.27","163.12","141.74","112.77","124.03"
"1022","2010","11","Tamil Nadu","Karur","138.5","140.68","177.0","183.62","176.33","163.71","168.72","168.1","154.49","134.41","105.61","112.78"
"1022","2011","11","Tamil Nadu","Karur","135.69","137.31","172.63","171.53","189.62","192.66","185.09","173.83","171.22","126.44","113.05","118.16"
"1022","2012","11","Tamil Nadu","Karur","132.32","144.1","181.57","180.67","190.64","187.87","181.22","174.86","170.82","133.01","117.07","131.05"
"1022","2013","11","Tamil Nadu","Karur","144.75","148.28","180.38","187.46","196.85","189.32","190.63","171.27","164.76","143.14","116.6","121.84"
"1022","2014","11","Tamil Nadu","Karur","165.01","144.56","188.37","189.17","180.58","191.35","192.29","170.48","164.85","129.03","113.66","120.44"
"1022","2015","11","Tamil Nadu","Karur","135.89","148.27","180.39","172.26","166.64","167.77","186.98","171.33","162.61","135.98","111.38","121.05"
"1023","1990","11","Tamil Nadu","Namakkal","130.75","149.24","187.59","184.55","189.92","174.94","163.87","160.04","155.13","132.22","114.11","124.28"
"1023","1991","11","Tamil Nadu","Namakkal","137.19","151.18","188.2","182.15","177.36","167.48","169.65","163.73","153.78","130.23","114.43","122.67"
"1023","1992","11","Tamil Nadu","Namakkal","137.54","148.97","187.19","186.75","183.75","172.2","163.4","164.32","153.74","132.23","115.64","125.85"
"1023","1993","11","Tamil Nadu","Namakkal","137.0","152.01","190.79","190.0","192.56","174.95","171.07","166.45","158.34","132.51","117.97","121.68"
"1023","1994","11","Tamil Nadu","Namakkal","139.66","152.17","199.98","182.61","193.5","181.36","160.56","163.23","157.15","130.16","118.8","124.54"
"1023","1995","11","Tamil Nadu","Namakkal","141.85","153.82","192.81","183.46","186.66","179.07","163.19","157.18","159.13","137.45","116.81","131.92"
"1023","1996","11","Tamil Nadu","Namakkal","148.14","162.91","200.42","182.02","202.36","166.48","160.71","159.83","152.46","131.1","112.81","118.16"
"1023","1997","11","Tamil Nadu","Namakkal","132.83","138.39","183.17","172.54","179.76","165.24","166.72","165.82","151.17","127.79","112.83","122.97"
"1023","1998","11","Tamil Nadu","Namakkal","137.13","155.71","196.19","184.55","186.6","181.01","153.1","146.92","151.55","133.34","110.32","117.95"
"1023","1999","11","Tamil Nadu","Namakkal","131.76","151.75","183.89","193.92","185.14","173.07","162.5","155.75","155.39","122.5","115.89","119.59"
"1023","2000","11","Tamil Nadu","Namakkal","134.24","145.68","180.33","179.69","188.36","172.38","162.1","151.37","143.26","129.6","118.6","116.04"
"1023","2001","11","Tamil Nadu","Namakkal","132.63","140.28","178.63","163.68","196.85","175.1","161.44","164.04","147.41","130.21","109.52","120.71"
"1023","2002","11","Tamil Nadu","Namakkal","131.56","150.21","181.0","178.7","198.24","167.72","167.0","163.72","156.94","126.83","115.17","120.98"
"1023","2003","11","Tamil Nadu","Namakkal","137.93","151.39","185.65","180.07","196.12","167.81","155.0","152.81","158.75","127.12","115.89","122.98"
"1023","2004","11","Tamil Nadu","Namakkal","132.51","146.84","185.54","180.64","168.93","163.62","150.83","155.77","140.18","123.61","109.9","120.95"
"1023","2005","11","Tamil Nadu","Namakkal","131.45","144.3","181.99","165.58","174.16","167.97","155.11","153.26","150.68","122.64","109.71","113.57"
"1023","2006","11","Tamil Nadu","Namakkal","127.67","137.54","173.56","175.41","179.82","153.36","161.58","154.96","144.57","130.95","112.4","121.25"
"1023","2007","11","Tamil Nadu","Namakkal","130.08","142.19","178.62","171.88","177.71","154.13","148.67","144.95","153.53","130.24","111.46","114.06"
"1023","2008","11","Tamil Nadu","Namakkal","122.52","138.75","166.69","169.84","178.6","162.12","146.16","143.55","148.17","124.05","113.85","116.28"
"1023","2009","11","Tamil Nadu","Namakkal","127.03","139.77","175.37","178.85","184.1","167.19","155.58","150.89","150.27","135.04","111.33","120.73"
"1023","2010","11","Tamil Nadu","Namakkal","129.04","139.4","178.33","179.0","173.46","151.59","148.43","149.34","145.12","128.69","105.1","110.67"
"1023","2011","11","Tamil Nadu","Namakkal","126.05","136.38","175.12","168.47","183.08","176.12","161.36","153.87","157.6","122.52","111.46","115.39"
"1023","2012","11","Tamil Nadu","Namakkal","123.61","141.55","184.69","176.12","182.94","172.43","158.68","155.17","157.57","127.47","115.57","126.75"
"1023","2013","11","Tamil Nadu","Namakkal","134.48","147.33","184.28","183.17","188.6","173.48","165.28","153.07","152.39","134.8","113.69","117.55"
"1023","2014","11","Tamil Nadu","Namakkal","150.29","143.52","187.23","184.79","177.06","174.77","167.08","151.99","153.35","124.6","111.85","117.37"
"1023","2015","11","Tamil Nadu","Namakkal","126.22","145.32","180.97","170.18","164.69","154.87","163.72","153.51","153.21","129.99","109.95","118.0"
"1024","1990","11","Tamil Nadu","Perambular","128.31","141.24","184.39","186.48","199.17","194.99","187.47","174.15","160.33","133.75","108.75","117.01"
"1024","1991","11","Tamil Nadu","Perambular","132.34","138.19","179.75","183.91","192.67","189.4","194.62","182.91","162.46","132.73","110.02","114.11"
"1024","1992","11","Tamil Nadu","Perambular","133.41","137.18","175.96","189.39","194.04","189.87","183.96","181.25","161.83","133.63","111.64","117.01"
"1024","1993","11","Tamil Nadu","Perambular","133.0","142.68","185.86","191.39","207.37","193.48","194.91","183.88","165.3","134.04","113.43","116.05"
"1024","1994","11","Tamil Nadu","Perambular","136.39","141.99","190.41","181.68","204.38","206.58","186.41","183.19","167.91","134.68","115.63","118.01"
"1024","1995","11","Tamil Nadu","Perambular","138.31","144.01","186.91","183.4","197.41","202.68","188.43","176.71","166.54","139.08","114.76","122.81"
"1024","1996","11","Tamil Nadu","Perambular","142.21","151.83","193.44","181.7","216.83","187.09","184.37","177.95","160.14","131.65","109.76","113.43"
"1024","1997","11","Tamil Nadu","Perambular","130.77","131.24","180.86","171.71","189.51","191.08","192.81","185.81","163.58","130.89","108.5","113.98"
"1024","1998","11","Tamil Nadu","Perambular","135.46","148.38","193.44","188.63","199.22","206.84","175.5","166.34","160.18","134.31","108.06","114.75"
"1024","1999","11","Tamil Nadu","Perambular","134.73","145.32","180.37","187.76","194.47","198.37","186.84","174.86","164.97","126.44","112.98","115.53"
"1024","2000","11","Tamil Nadu","Perambular","133.32","137.39","176.38","178.33","195.14","193.12","187.94","173.15","152.42","130.88","114.36","110.54"
"1024","2001","11","Tamil Nadu","Perambular","129.86","129.3","178.02","166.25","209.57","202.03","187.42","185.57","157.18","129.81","106.09","112.96"
"1024","2002","11","Tamil Nadu","Perambular","127.51","141.02","176.27","175.05","208.63","183.6","190.3","188.45","166.87","130.44","111.54","115.68"
"1024","2003","11","Tamil Nadu","Perambular","137.49","141.59","181.99","181.01","206.32","191.97","171.86","165.08","165.78","128.93","109.81","115.4"
"1024","2004","11","Tamil Nadu","Perambular","130.57","137.22","179.85","185.7","177.69","184.06","166.46","175.65","149.7","128.43","109.13","117.57"
"1024","2005","11","Tamil Nadu","Perambular","133.01","136.37","181.73","165.23","182.43","189.66","179.82","171.38","158.7","126.08","108.46","110.44"
"1024","2006","11","Tamil Nadu","Perambular","126.71","131.06","168.9","175.01","191.35","171.55","186.72","176.55","154.96","131.21","109.08","113.93"
"1024","2007","11","Tamil Nadu","Perambular","130.35","132.67","171.99","170.99","184.71","165.32","166.83","158.64","159.68","131.93","107.93","107.39"
"1024","2008","11","Tamil Nadu","Perambular","122.48","128.07","162.9","166.12","190.73","183.32","167.06","160.48","158.49","127.73","110.25","109.49"
"1024","2009","11","Tamil Nadu","Perambular","125.81","129.53","171.23","179.79","187.35","182.02","184.03","168.61","160.24","137.25","107.0","112.31"
"1024","2010","11","Tamil Nadu","Perambular","126.49","131.22","173.24","180.76","182.84","168.48","174.33","161.71","149.74","130.13","102.9","106.75"
"1024","2011","11","Tamil Nadu","Perambular","128.02","131.56","173.5","167.62","189.57","199.72","185.28","170.41","165.9","125.45","107.3","111.32"
"1024","2012","11","Tamil Nadu","Perambular","123.04","134.18","179.29","178.23","191.55","196.56","181.76","177.12","167.53","131.45","110.13","119.53"
"1024","2013","11","Tamil Nadu","Perambular","133.79","138.99","178.97","185.45","201.8","204.16","194.55","171.23","161.88","134.27","108.61","111.11"
"1024","2014","11","Tamil Nadu","Perambular","155.57","132.94","180.06","184.4","187.32","193.14","196.11","174.11","163.3","130.61","109.4","113.17"
"1024","2015","11","Tamil Nadu","Perambular","127.98","138.73","179.28","175.8","178.48","176.5","188.67","171.57","166.31","130.72","107.03","112.96"
"1025","1990","11","Tamil Nadu","Theni","122.9","136.73","166.58","158.2","157.74","142.24","141.22","141.83","143.13","119.67","106.66","115.36"
"1025","1991","11","Tamil Nadu","Theni","128.36","140.13","170.21","153.32","142.6","136.03","143.31","143.11","140.4","121.22","108.16","113.55"
"1025","1992","11","Tamil Nadu","Theni","134.17","128.76","170.17","149.42","149.87","145.59","141.54","144.48","139.72","121.4","106.77","118.65"
"1025","1993","11","Tamil Nadu","Theni","130.27","134.45","172.61","151.25","156.86","145.71","147.25","146.21","145.17","120.86","108.86","112.69"
"1025","1994","11","Tamil Nadu","Theni","131.69","139.5","181.82","151.81","162.66","142.72","135.59","139.23","139.05","116.16","110.56","117.66"
"1025","1995","11","Tamil Nadu","Theni","132.98","138.61","176.14","150.58","154.74","142.46","138.9","138.52","144.12","126.31","105.73","125.39"
"1025","1996","11","Tamil Nadu","Theni","137.43","147.31","180.23","152.73","167.91","134.87","137.04","138.44","140.3","121.31","105.11","107.09"
"1025","1997","11","Tamil Nadu","Theni","122.23","122.28","166.68","143.88","148.05","130.46","143.83","142.81","136.76","115.03","102.35","112.98"
"1025","1998","11","Tamil Nadu","Theni","128.08","136.96","174.58","156.52","150.55","144.09","133.37","131.46","140.72","124.84","101.3","106.95"
"1025","1999","11","Tamil Nadu","Theni","121.55","138.35","164.98","178.13","160.63","139.64","140.05","138.15","140.61","113.46","109.33","112.68"
"1025","2000","11","Tamil Nadu","Theni","128.43","126.52","161.52","160.05","161.32","140.79","138.68","131.96","129.3","121.49","111.96","110.27"
"1025","2001","11","Tamil Nadu","Theni","123.92","122.86","163.55","138.66","159.46","138.03","137.05","139.01","132.64","119.78","101.01","114.05"
"1025","2002","11","Tamil Nadu","Theni","123.67","140.98","165.07","150.05","163.08","139.09","141.35","134.39","134.38","112.23","103.23","110.59"
"1025","2003","11","Tamil Nadu","Theni","128.6","135.81","167.37","149.71","156.36","138.03","139.6","139.66","141.92","116.05","111.02","115.67"
"1025","2004","11","Tamil Nadu","Theni","125.52","133.55","167.65","150.26","146.05","137.18","140.91","137.19","126.05","115.29","105.01","111.49"
"1025","2005","11","Tamil Nadu","Theni","120.08","132.66","161.32","140.1","147.92","138.87","135.87","133.83","138.29","113.32","102.35","101.65"
"1025","2006","11","Tamil Nadu","Theni","120.86","129.43","155.86","147.0","144.41","124.53","137.81","127.41","124.07","117.1","103.23","111.81"
"1025","2007","11","Tamil Nadu","Theni","123.02","128.36","163.79","144.24","145.25","129.75","129.07","131.51","137.39","116.35","103.76","110.91"
"1025","2008","11","Tamil Nadu","Theni","115.35","126.22","159.72","148.52","153.39","132.38","132.86","126.24","133.0","112.73","106.55","109.06"
"1025","2009","11","Tamil Nadu","Theni","122.85","129.21","155.59","154.03","158.52","141.25","133.05","136.25","137.4","120.61","105.32","112.84"
"1025","2010","11","Tamil Nadu","Theni","123.45","130.53","170.06","151.97","144.7","126.71","126.11","134.9","130.29","117.91","98.81","101.63"
"1025","2011","11","Tamil Nadu","Theni","118.65","123.46","161.29","144.07","155.63","143.54","139.76","136.98","140.68","112.07","105.11","107.5"
"1025","2012","11","Tamil Nadu","Theni","116.95","135.67","168.98","148.29","159.29","137.42","138.23","132.27","138.47","115.1","106.89","118.97"
"1025","2013","11","Tamil Nadu","Theni","125.49","134.89","166.36","151.17","154.06","133.55","139.35","133.85","133.78","123.08","108.37","111.41"
"1025","2014","11","Tamil Nadu","Theni","139.67","132.3","180.18","153.95","143.33","146.21","145.01","133.94","137.97","112.36","105.73","108.64"
"1025","2015","11","Tamil Nadu","Theni","119.85","137.81","170.48","138.19","132.44","125.7","143.0","133.78","128.22","118.4","103.46","110.37"
"1026","1990","11","Tamil Nadu","Tiruvarur","117.89","134.83","169.79","172.08","187.25","191.17","185.48","165.9","153.16","132.72","107.99","110.18"
"1026","1991","11","Tamil Nadu","Tiruvarur","121.71","130.42","164.99","169.06","177.08","185.25","192.38","173.36","154.42","133.61","108.95","107.91"
"1026","1992","11","Tamil Nadu","Tiruvarur","123.27","127.58","161.53","169.82","180.56","182.38","178.89","173.07","153.05","131.22","108.92","110.04"
"1026","1993","11","Tamil Nadu","Tiruvarur","121.65","132.83","169.95","169.26","193.44","188.41","193.97","177.41","159.9","131.04","109.92","109.3"
"1026","1994","11","Tamil Nadu","Tiruvarur","123.9","133.06","173.63","166.47","196.5","197.0","185.92","178.58","159.48","131.17","111.89","112.89"
"1026","1995","11","Tamil Nadu","Tiruvarur","125.52","134.26","169.76","165.47","184.07","200.92","185.91","174.5","162.65","137.3","110.58","116.78"
"1026","1996","11","Tamil Nadu","Tiruvarur","128.47","141.55","175.82","163.91","208.96","178.15","182.44","167.05","153.98","130.32","107.46","106.99"
"1026","1997","11","Tamil Nadu","Tiruvarur","119.45","126.6","169.51","157.88","177.43","190.49","192.52","181.27","161.65","126.22","104.3","107.45"
"1026","1998","11","Tamil Nadu","Tiruvarur","124.71","139.14","176.99","174.17","184.17","202.83","169.58","159.69","158.62","135.48","106.14","108.95"
"1026","1999","11","Tamil Nadu","Tiruvarur","125.13","138.82","167.05","177.41","190.52","192.17","186.29","174.54","162.66","126.35","112.23","111.54"
"1026","2000","11","Tamil Nadu","Tiruvarur","123.38","128.12","164.23","172.33","188.1","185.99","183.54","171.36","149.21","131.83","113.94","108.75"
"1026","2001","11","Tamil Nadu","Tiruvarur","121.73","124.0","167.08","157.21","199.23","191.4","178.87","176.55","156.72","128.99","105.28","108.2"
"1026","2002","11","Tamil Nadu","Tiruvarur","118.63","135.3","164.34","161.05","195.53","174.28","181.93","177.56","160.55","128.37","109.0","112.46"
"1026","2003","11","Tamil Nadu","Tiruvarur","126.65","133.41","168.16","167.09","192.82","188.35","167.82","160.52","159.05","130.93","109.98","110.79"
"1026","2004","11","Tamil Nadu","Tiruvarur","120.03","129.88","164.74","173.05","173.07","180.25","166.47","167.97","146.91","129.03","109.72","112.72"
"1026","2005","11","Tamil Nadu","Tiruvarur","123.31","131.53","169.39","155.31","179.37","187.83","183.14","161.92","156.0","125.21","108.46","106.1"
"1026","2006","11","Tamil Nadu","Tiruvarur","117.86","128.12","157.78","164.2","183.07","165.54","178.83","173.48","156.59","129.66","106.15","110.78"
"1026","2007","11","Tamil Nadu","Tiruvarur","122.99","126.97","160.72","158.51","179.68","157.02","163.89","158.09","157.15","130.45","107.16","106.25"
"1026","2008","11","Tamil Nadu","Tiruvarur","116.08","125.48","157.68","158.86","188.94","178.25","168.58","156.38","158.01","128.87","110.53","107.18"
"1026","2009","11","Tamil Nadu","Tiruvarur","120.52","125.6","159.43","170.78","183.33","185.77","183.41","161.64","159.85","137.3","106.79","107.57"
"1026","2010","11","Tamil Nadu","Tiruvarur","120.43","129.72","164.62","168.8","177.72","168.68","172.59","154.36","143.97","131.61","103.42","103.84"
"1026","2011","11","Tamil Nadu","Tiruvarur","123.04","129.56","165.29","157.03","186.43","189.42","180.38","168.07","160.79","124.32","107.2","108.93"
"1026","2012","11","Tamil Nadu","Tiruvarur","115.19","131.88","165.0","164.5","186.94","187.42","176.01","176.29","162.82","131.85","110.4","115.23"
"1026","2013","11","Tamil Nadu","Tiruvarur","125.08","131.74","166.11","170.94","197.27","197.98","191.45","162.81","162.52","136.49","109.06","107.29"
"1026","2014","11","Tamil Nadu","Tiruvarur","146.88","126.88","168.96","165.2","177.76","181.16","191.27","169.98","156.4","130.62","109.28","108.56"
"1026","2015","11","Tamil Nadu","Tiruvarur","120.76","135.38","172.11","163.1","172.49","179.23","187.62","168.1","163.63","132.13","106.09","110.32"
"1027","1990","11","Tamil Nadu","Thiruvallur","114.72","136.08","174.44","183.39","197.28","194.26","172.86","165.89","154.11","128.63","102.5","105.69"
"1027","1991","11","Tamil Nadu","Thiruvallur","118.39","129.62","173.8","180.04","211.35","184.0","175.18","169.43","149.29","127.61","101.31","100.94"
"1027","1992","11","Tamil Nadu","Thiruvallur","116.88","134.83","171.26","181.87","195.1","183.65","170.57","166.08","148.69","124.19","103.0","103.46"
"1027","1993","11","Tamil Nadu","Thiruvallur","117.42","131.86","174.73","182.35","212.87","189.65","178.04","170.86","155.09","124.93","106.1","104.86"
"1027","1994","11","Tamil Nadu","Thiruvallur","120.88","128.74","172.46","175.93","206.14","202.09","177.0","175.25","159.0","127.9","103.67","102.25"
"1027","1995","11","Tamil Nadu","Thiruvallur","120.86","134.43","169.78","175.62","196.23","207.75","170.66","168.04","155.92","128.8","104.97","106.58"
"1027","1996","11","Tamil Nadu","Thiruvallur","124.72","137.58","179.24","171.62","214.26","191.33","172.46","163.56","146.39","124.97","103.91","102.39"
"1027","1997","11","Tamil Nadu","Thiruvallur","114.94","125.41","171.3","164.4","196.25","195.15","179.51","175.18","150.7","123.32","100.18","99.7"
"1027","1998","11","Tamil Nadu","Thiruvallur","121.91","139.66","180.96","177.36","197.08","194.39","158.9","152.86","147.67","126.86","102.62","104.27"
"1027","1999","11","Tamil Nadu","Thiruvallur","123.35","136.53","176.08","174.78","192.43","196.91","171.01","164.03","155.1","122.44","104.46","104.47"
"1027","2000","11","Tamil Nadu","Thiruvallur","119.74","130.02","165.15","177.85","197.5","188.52","169.42","165.78","145.97","123.5","106.72","100.62"
"1027","2001","11","Tamil Nadu","Thiruvallur","119.02","127.29","172.44","164.46","207.45","195.01","173.2","166.34","148.83","122.87","99.33","101.82"
"1027","2002","11","Tamil Nadu","Thiruvallur","113.78","131.17","167.46","174.47","203.43","181.74","174.54","170.86","154.98","122.94","100.72","101.05"
"1027","2003","11","Tamil Nadu","Thiruvallur","120.07","129.91","167.22","173.72","205.79","200.19","158.17","168.23","156.57","124.51","109.01","105.42"
"1027","2004","11","Tamil Nadu","Thiruvallur","116.0","127.39","167.68","179.81","178.83","185.99","156.86","168.41","144.82","124.55","102.51","106.0"
"1027","2005","11","Tamil Nadu","Thiruvallur","118.37","129.45","171.25","167.13","194.22","185.34","165.87","158.72","148.73","120.18","100.63","98.4"
"1027","2006","11","Tamil Nadu","Thiruvallur","112.85","121.66","160.53","170.9","199.93","174.48","173.7","174.35","147.98","124.17","99.35","100.79"
"1027","2007","11","Tamil Nadu","Thiruvallur","115.07","124.37","164.71","167.35","192.77","172.41","160.39","157.47","145.45","122.75","97.72","96.49"
"1027","2008","11","Tamil Nadu","Thiruvallur","110.76","122.44","154.15","162.85","202.75","191.85","161.25","156.35","148.1","122.44","103.13","97.45"
"1027","2009","11","Tamil Nadu","Thiruvallur","115.13","123.72","163.7","173.2","189.41","183.62","178.31","158.51","149.19","131.55","99.57","100.26"
"1027","2010","11","Tamil Nadu","Thiruvallur","115.38","127.59","167.21","178.41","193.41","174.34","156.91","150.07","141.7","122.54","99.04","97.03"
"1027","2011","11","Tamil Nadu","Thiruvallur","117.96","126.12","163.96","162.08","197.8","193.61","170.72","161.12","151.61","121.39","102.13","100.94"
"1027","2012","11","Tamil Nadu","Thiruvallur","108.09","125.98","168.56","168.13","198.03","191.36","165.25","168.22","152.92","129.3","103.15","101.77"
"1027","2013","11","Tamil Nadu","Thiruvallur","115.53","128.3","162.85","171.43","201.33","187.5","167.38","165.92","141.98","125.65","101.48","102.41"
"1027","2014","11","Tamil Nadu","Thiruvallur","140.13","124.07","164.61","169.92","188.97","184.14","180.39","169.29","151.55","127.42","103.19","102.61"
"1027","2015","11","Tamil Nadu","Thiruvallur","116.94","126.71","163.21","171.07","188.31","178.73","168.92","158.32","148.64","124.18","99.85","99.2"
"1077","1990","11","Tamil Nadu","Ariyalur","121.71","137.41","177.45","180.19","195.28","195.79","187.46","169.49","158.06","133.98","107.5","113.68"
"1077","1991","11","Tamil Nadu","Ariyalur","125.46","132.77","171.38","177.36","186.2","190.84","194.81","178.71","159.35","133.69","109.14","110.37"
"1077","1992","11","Tamil Nadu","Ariyalur","127.17","130.84","167.52","180.84","188.07","187.96","182.65","177.37","158.13","132.25","110.0","113.56"
